transaction_id,customer_id,account_type,transaction_type,amount,currency,transaction_date,merchant,city,status
TXN105702,CUST7241,Savings,Credit,282301.39,USD,2023-02-17,HDFC,Mumbai,Success
TXN105703,CUST7472,Loan,Credit,,INR,2024-10-09,nan,Mumbai,Success
TXN105704,CUST8760,Current,Credit,457645.82,INR,2024-01-27,ICICI,Hyderabad,Success
TXN105705,CUST4648,Credit,Debit,132850.13,USD,2024-09-04,Walmart,Chennai,Success
TXN105706,CUST6124,Loan,Credit,447908.91,USD,2023-08-29,Reliance,Chennai,Failed
TXN105707,CUST9650,Savings,Credit,,USD,2023-07-27,Reliance,Delhi,Success
TXN105708,CUST3843,Savings,Debit,328284.79,USD,2024-04-28,Flipkart,Pune,Success
TXN105709,CUST8973,Loan,Debit,453493.69,INR,2024-12-22,ICICI,nan,Success
TXN105710,CUST1592,Savings,Debit,84383.03,INR,2024-09-11,HDFC,Delhi,Failed
TXN105711,CUST1497,Savings,Credit,484163.8,INR,2023-12-07,HDFC,Delhi,Failed
TXN105712,CUST3134,Savings,Debit,226447.15,INR,2023-03-09,Walmart,Delhi,Pending
TXN105713,CUST3449,Savings,Credit,472858.1,USD,2024-01-05,Flipkart,nan,Success
TXN105714,CUST6412,Savings,Credit,,INR,2023-03-12,HDFC,Bangalore,Success
TXN105715,CUST8448,Credit,Credit,150800.42,INR,2023-04-08,Flipkart,Chennai,Pending
TXN105716,CUST5292,nan,Credit,,USD,2024-09-12,Amazon,Bangalore,Success
TXN105717,CUST1026,Savings,Credit,151874.49,USD,2023-06-13,Amazon,Pune,Success
TXN105718,CUST3253,Credit,Debit,46517.77,nan,2024-08-24,HDFC,Delhi,Success
TXN105719,CUST4642,Savings,Credit,71942.54,INR,2024-01-31,Walmart,Bangalore,Success
TXN105720,CUST4655,Savings,Debit,52339.17,INR,2023-03-16,Flipkart,Delhi,Success
TXN105721,CUST2086,Current,Credit,211477.54,INR,2023-01-29,Flipkart,Chennai,Success
TXN105722,CUST9022,nan,Credit,397791.23,INR,2024-05-29,Reliance,Chennai,Success
TXN105723,CUST3015,Loan,Debit,70700.36,INR,2024-06-06,SBI,Mumbai,Failed
TXN105724,CUST6067,Savings,Credit,65168.91,INR,2023-03-14,Flipkart,Pune,Success
TXN105725,CUST8123,Savings,Debit,,INR,2023-08-06,HDFC,Mumbai,Pending
TXN105726,CUST8084,Loan,Credit,98599.52,INR,2023-04-28,ICICI,Mumbai,Success
TXN105727,CUST4463,Savings,Credit,48814.04,USD,2023-07-06,Reliance,Delhi,Success
TXN105728,CUST5341,Credit,Debit,83432.62,INR,2023-09-13,Amazon,Pune,Success
TXN105729,CUST7421,Savings,Credit,461866.46,INR,2023-03-13,ICICI,Delhi,Failed
TXN105730,CUST5467,Credit,Credit,410737.41,INR,2023-08-01,SBI,Delhi,Success
TXN105731,CUST3896,Current,Debit,177038.74,INR,2023-03-13,Amazon,Chennai,Success
TXN105732,CUST4128,Current,Debit,327913.83,EUR,2023-09-19,Amazon,Pune,nan
TXN105733,CUST5255,Loan,Debit,268642.46,USD,2023-10-04,Amazon,Hyderabad,Success
TXN105734,CUST7880,Savings,Debit,338565.36,EUR,2024-03-03,Flipkart,Chennai,Success
TXN105735,CUST2334,Current,Debit,341338.75,USD,2024-03-07,Reliance,Chennai,Success
TXN105736,CUST9709,Current,Credit,314370.72,USD,2023-03-28,Amazon,Chennai,Pending
TXN105737,CUST8078,Savings,Debit,133058.02,EUR,2023-07-29,Amazon,Delhi,Success
TXN105738,CUST2288,Savings,Debit,19512.82,INR,2023-08-07,Walmart,Hyderabad,nan
TXN105739,CUST9937,Savings,Credit,227788.84,INR,2024-10-04,HDFC,Hyderabad,Success
TXN105740,CUST6647,Savings,Debit,445488.03,nan,2023-09-07,SBI,Chennai,Success
TXN105741,CUST6928,nan,Debit,284752.93,INR,2023-03-25,ICICI,Chennai,Success
TXN105742,CUST5802,Current,Debit,416197.2,USD,2023-01-19,Amazon,Delhi,Success
TXN105743,CUST1697,Current,Debit,495812.26,USD,2024-06-18,nan,Pune,Success
TXN105744,CUST1474,Credit,Credit,81816.47,EUR,2024-01-15,Flipkart,nan,Success
TXN105745,CUST8696,Credit,Debit,345891.9,EUR,2024-01-24,Walmart,Chennai,Success
TXN105746,CUST7532,Current,nan,337150.04,USD,2024-07-16,Amazon,Delhi,Pending
TXN105747,CUST9702,Savings,Debit,,USD,2024-05-23,SBI,Delhi,Success
TXN105748,CUST9729,Savings,Credit,492800.51,INR,2023-09-25,Reliance,Hyderabad,Success
TXN105749,CUST3944,Savings,Credit,,INR,2023-04-02,Reliance,Delhi,Success
TXN105750,CUST6632,Loan,Debit,121814.96,nan,2024-11-27,Amazon,Chennai,Success
TXN105751,CUST6384,Credit,Credit,399279.93,nan,2024-02-25,Amazon,Mumbai,Success
TXN105752,CUST2366,Credit,Credit,53523.5,INR,2023-10-17,HDFC,nan,Failed
TXN105753,CUST2061,Current,Debit,390351.85,INR,2023-03-21,Reliance,Pune,Success
TXN105754,CUST3307,Current,Credit,455098.96,INR,2023-11-15,Reliance,Pune,Success
TXN105755,CUST1307,Current,Debit,191422.87,INR,2024-10-05,HDFC,Hyderabad,Success
TXN105756,CUST1303,Savings,Credit,315321.34,USD,2024-03-13,Amazon,Mumbai,Success
TXN105757,CUST7486,Savings,Debit,215077.06,INR,2023-08-22,nan,Mumbai,Success
TXN105758,CUST6566,Loan,Credit,218888.15,EUR,2023-11-06,Amazon,Chennai,Success
TXN105759,CUST6157,Credit,Credit,,USD,2023-01-06,Flipkart,Hyderabad,Success
TXN105760,CUST4891,Savings,Credit,381067.19,nan,2024-01-26,HDFC,Hyderabad,Success
TXN105761,CUST6724,Savings,Credit,468088.92,USD,2023-03-09,Reliance,Chennai,Success
TXN105762,CUST7280,Savings,Debit,470376.02,INR,2024-06-08,Amazon,Chennai,Success
TXN105763,CUST6350,Credit,nan,,EUR,2024-12-13,ICICI,Mumbai,Success
TXN105764,CUST5133,Credit,Credit,437373.08,INR,2024-02-26,nan,Pune,Success
TXN105765,CUST1104,Current,Debit,368718.35,nan,2024-12-18,Reliance,Delhi,Success
TXN105766,CUST9446,nan,Credit,126426.17,INR,2023-08-17,Flipkart,Delhi,Success
TXN105767,CUST8571,Loan,Debit,33651.63,USD,2024-01-01,Amazon,Chennai,Success
TXN105768,CUST7601,Loan,Credit,134005.95,INR,2024-04-11,Flipkart,Mumbai,Failed
TXN105769,CUST7671,Savings,Debit,456105.0,INR,2024-12-23,Flipkart,nan,Success
TXN105770,CUST9782,Current,Debit,316593.01,INR,2023-09-26,Flipkart,Bangalore,Success
TXN105771,CUST9716,Current,Credit,360530.12,INR,2023-04-05,HDFC,Delhi,Success
TXN105772,CUST9561,Current,Credit,128583.6,nan,2023-06-21,Amazon,Mumbai,Success
TXN105773,CUST3963,Loan,Credit,359696.88,USD,2024-10-02,Walmart,Bangalore,Failed
TXN105774,CUST9855,Savings,Debit,14070.47,EUR,2024-01-29,Walmart,Bangalore,nan
TXN105775,CUST1689,Loan,Debit,187666.92,nan,2024-06-03,SBI,Delhi,Success
TXN105776,CUST7743,Current,Credit,313380.41,USD,2024-04-11,Flipkart,Mumbai,Success
TXN105777,CUST3588,Savings,Debit,73056.82,INR,2023-11-19,HDFC,Delhi,Success
TXN105778,CUST2535,Current,Debit,,USD,2023-09-07,Amazon,Pune,Success
TXN105779,CUST3028,Savings,Credit,117523.3,INR,2023-03-08,SBI,Hyderabad,Success
TXN105780,CUST2856,Savings,Debit,326144.03,INR,2023-02-04,HDFC,Chennai,Pending
TXN105781,CUST4186,Loan,Debit,202604.52,INR,2024-01-16,ICICI,Hyderabad,Success
TXN105782,CUST3769,Credit,Credit,298025.84,USD,2024-09-01,HDFC,Chennai,Success
TXN105783,CUST7085,Savings,Debit,53734.2,INR,2024-09-30,ICICI,Mumbai,Success
TXN105784,CUST7486,Loan,Debit,8466.23,INR,2023-03-26,Amazon,Pune,Success
TXN105785,CUST8241,Savings,Debit,454783.12,INR,2024-03-05,ICICI,Bangalore,Success
TXN105786,CUST3987,Savings,Debit,134822.31,INR,2024-12-23,Amazon,Hyderabad,Failed
TXN105787,CUST9135,Savings,Credit,409840.3,EUR,2024-07-08,HDFC,Pune,Success
TXN105788,CUST7090,Savings,Credit,499675.16,USD,2023-08-28,nan,Pune,Success
TXN105789,CUST1780,Savings,Credit,105723.51,INR,2023-10-29,Flipkart,Pune,Success
TXN105790,CUST5405,Loan,Credit,132592.72,EUR,2023-02-09,Flipkart,Chennai,Success
TXN105791,CUST3153,nan,Debit,331433.27,INR,2023-06-04,Flipkart,Chennai,Failed
TXN105792,CUST9747,Loan,Debit,482724.66,INR,2023-05-28,Walmart,Delhi,Success
TXN105793,CUST4296,Credit,Debit,457908.02,INR,2024-12-18,Reliance,Delhi,nan
TXN105794,CUST4313,Credit,Credit,251442.73,INR,2023-01-12,Amazon,Chennai,Success
TXN105795,CUST5492,Current,Credit,397557.19,INR,2024-06-18,Amazon,Delhi,Success
TXN105796,CUST7296,Current,Credit,67881.57,INR,2023-01-12,Walmart,Delhi,Success
TXN105797,CUST3583,Credit,Credit,488719.32,INR,2023-04-27,Walmart,Mumbai,Success
TXN105798,CUST4043,nan,Debit,482176.97,USD,2023-04-18,Walmart,Hyderabad,Success
TXN105799,CUST8569,Savings,Credit,81872.84,INR,2024-11-14,HDFC,Chennai,Success
TXN105800,CUST6979,Savings,Debit,149718.57,INR,2023-02-08,Walmart,Hyderabad,nan
TXN105801,CUST2169,Savings,nan,50086.5,USD,2024-07-07,Amazon,Bangalore,Success
TXN105802,CUST4262,Current,Credit,135866.08,USD,2023-02-17,SBI,Hyderabad,Success
TXN105803,CUST8036,Credit,Debit,407979.74,INR,2023-12-13,ICICI,Bangalore,nan
TXN105804,CUST7726,Current,Credit,189164.02,EUR,2024-04-22,Flipkart,Chennai,Success
TXN105805,CUST5022,Savings,Credit,44207.6,USD,2024-06-30,SBI,Mumbai,Success
TXN105806,CUST9392,Current,Debit,171119.34,INR,2023-01-18,nan,Mumbai,Success
TXN105807,CUST2890,Credit,Debit,490691.85,USD,2023-05-07,Flipkart,Hyderabad,Failed
TXN105808,CUST9203,Current,Debit,314845.5,INR,2023-11-28,Walmart,Pune,Success
TXN105809,CUST6171,Loan,Debit,208086.31,USD,2023-01-02,Amazon,Bangalore,Success
TXN105810,CUST7664,Current,Credit,83277.59,nan,2023-02-22,Reliance,Pune,Success
TXN105811,CUST8307,Savings,Debit,,USD,2024-12-30,ICICI,Delhi,Success
TXN105812,CUST7243,Savings,Debit,410426.3,INR,2023-03-01,SBI,Hyderabad,Success
TXN105813,CUST4556,Savings,Credit,140745.84,EUR,2024-06-30,Reliance,Chennai,Success
TXN105814,CUST8304,Savings,nan,35043.65,USD,2024-11-03,Flipkart,Mumbai,nan
TXN105815,CUST5966,Current,Debit,28322.21,INR,2023-10-24,HDFC,Delhi,Success
TXN105816,CUST1365,Credit,Debit,60197.87,USD,2024-12-03,Amazon,Chennai,nan
TXN105817,CUST9051,Savings,Debit,290388.48,nan,2023-10-04,ICICI,Delhi,Pending
TXN105818,CUST1656,Loan,Credit,,INR,2024-09-15,Reliance,Chennai,Success
TXN105819,CUST9352,Savings,Credit,248376.75,INR,2024-10-05,nan,Hyderabad,Success
TXN105820,CUST9366,Savings,Debit,,USD,2024-08-29,Walmart,Delhi,Success
TXN105821,CUST4470,Savings,Debit,222948.85,INR,2024-04-07,HDFC,Hyderabad,Success
TXN105822,CUST5060,Loan,Debit,354294.69,USD,2023-09-17,Walmart,Chennai,Failed
TXN105823,CUST6599,Current,Debit,365939.05,INR,2023-05-12,Amazon,nan,Failed
TXN105824,CUST1544,Current,Debit,86990.11,INR,2023-08-24,ICICI,Chennai,Failed
TXN105825,CUST7426,Savings,Credit,180614.42,EUR,2023-02-24,HDFC,Delhi,Failed
TXN105826,CUST2761,Credit,Debit,318654.71,USD,2024-12-09,ICICI,Delhi,Success
TXN105827,CUST1956,Credit,Credit,35357.6,INR,2023-03-24,nan,Chennai,Failed
TXN105828,CUST9643,Current,Credit,180776.48,USD,2024-05-24,nan,Mumbai,Success
TXN105829,CUST9176,Credit,Debit,267404.39,INR,2023-10-15,SBI,Delhi,Success
TXN105830,CUST8791,Current,Credit,498112.28,nan,2024-01-15,SBI,Mumbai,nan
TXN105831,CUST9273,Savings,Debit,237272.04,INR,2023-11-10,Flipkart,Bangalore,Success
TXN105832,CUST2236,Credit,Debit,408030.22,INR,2024-04-01,Reliance,Hyderabad,Success
TXN105833,CUST5911,nan,Debit,216039.32,INR,2023-07-10,Amazon,Bangalore,Success
TXN105834,CUST7277,Credit,Debit,398197.4,INR,2023-08-05,HDFC,Delhi,Success
TXN105835,CUST1446,Savings,Debit,297711.45,INR,2023-09-02,Reliance,Pune,Success
TXN105836,CUST3165,Savings,Credit,443298.85,EUR,2023-02-01,ICICI,Bangalore,Success
TXN105837,CUST2619,Loan,Credit,205477.17,USD,2023-09-18,HDFC,Hyderabad,Success
TXN105838,CUST2793,Savings,Credit,302156.17,EUR,2023-06-06,Flipkart,nan,Success
TXN105839,CUST7005,Credit,Credit,315013.04,USD,2023-05-15,Reliance,Pune,Success
TXN105840,CUST1645,Credit,Credit,208697.3,INR,2023-09-23,Amazon,Pune,Success
TXN105841,CUST1378,Current,Credit,72164.58,INR,2024-01-30,Amazon,Mumbai,nan
TXN105842,CUST3655,Savings,Debit,46788.77,INR,2023-02-22,Reliance,Chennai,Success
TXN105843,CUST8109,Savings,Credit,8345.61,nan,2023-11-08,HDFC,nan,Success
TXN105844,CUST4584,Current,Debit,,EUR,2023-02-09,Flipkart,Delhi,Success
TXN105845,CUST2140,nan,Credit,118245.09,USD,2023-07-05,Amazon,Mumbai,Success
TXN105846,CUST4735,Savings,Debit,105761.26,INR,2023-09-04,HDFC,Mumbai,Success
TXN105847,CUST1661,Current,Debit,368020.34,INR,2024-08-10,HDFC,nan,Success
TXN105848,CUST6436,Credit,Debit,160014.86,INR,2024-08-26,Flipkart,Bangalore,Success
TXN105849,CUST9203,Current,Credit,253027.29,USD,2024-12-17,Amazon,Delhi,nan
TXN105850,CUST6209,Current,Credit,81263.91,INR,2024-09-17,HDFC,Bangalore,Success
TXN105851,CUST1387,Credit,Credit,479873.26,INR,2024-08-16,Amazon,Chennai,Pending
TXN105852,CUST4023,Loan,Debit,425792.18,USD,2024-02-15,Flipkart,Pune,Success
TXN105853,CUST5735,Savings,Credit,431896.17,INR,2024-01-22,Flipkart,Bangalore,Success
TXN105854,CUST9291,Loan,Debit,203392.81,USD,2023-08-15,Flipkart,Pune,Pending
TXN105855,CUST7471,Current,Credit,381182.98,INR,2024-02-27,HDFC,Delhi,Success
TXN105856,CUST3771,Credit,Credit,71946.64,INR,2024-06-17,Amazon,Chennai,Success
TXN105857,CUST5169,Savings,Debit,4319.42,INR,2023-07-28,HDFC,Hyderabad,Pending
TXN105858,CUST8263,Current,Debit,,USD,2024-04-20,Reliance,Bangalore,Failed
TXN105859,CUST7235,Savings,Debit,293305.0,INR,2024-03-20,Walmart,Delhi,Success
TXN105860,CUST5019,Current,Credit,227702.9,INR,2024-02-26,HDFC,Pune,Success
TXN105861,CUST5270,Savings,nan,259012.49,INR,2023-11-21,SBI,Pune,Success
TXN105862,CUST6856,Loan,Debit,3741.5,nan,2024-10-01,Reliance,Delhi,Failed
TXN105863,CUST1034,Credit,Debit,211349.08,USD,2023-12-08,Amazon,Chennai,Success
TXN105864,CUST8618,Credit,Debit,359036.9,USD,2023-09-30,HDFC,Delhi,Success
TXN105865,CUST4380,Current,Debit,221352.42,INR,2024-12-01,Reliance,Pune,Success
TXN105866,CUST6476,Loan,nan,366112.28,INR,2023-11-27,SBI,Mumbai,Success
TXN105867,CUST8543,Loan,nan,116517.15,USD,2024-04-14,HDFC,Bangalore,Success
TXN105868,CUST4176,Current,Debit,406572.87,USD,2024-03-03,Amazon,Chennai,Success
TXN105869,CUST9367,Current,Debit,294219.74,INR,2023-10-27,Amazon,Pune,Success
TXN105870,CUST3153,Current,Credit,105389.44,EUR,2024-05-08,Reliance,Hyderabad,Success
TXN105871,CUST5687,Savings,Debit,,USD,2023-08-22,ICICI,Hyderabad,Pending
TXN105872,CUST2586,nan,Credit,314018.95,INR,2023-07-02,Amazon,Pune,Success
TXN105873,CUST9056,Current,Credit,414971.5,INR,2023-04-01,HDFC,Mumbai,Success
TXN105874,CUST6422,Current,Debit,207819.73,USD,2023-04-19,Reliance,nan,Success
TXN105875,CUST4658,Credit,Debit,129157.63,USD,2024-05-19,Walmart,Delhi,Success
TXN105876,CUST1952,Savings,nan,433507.13,INR,2023-01-13,Amazon,Hyderabad,Success
TXN105877,CUST7270,Savings,Credit,,INR,2024-04-05,SBI,Delhi,nan
TXN105878,CUST6365,Savings,Debit,224048.26,nan,2023-06-28,ICICI,Bangalore,Success
TXN105879,CUST3871,Current,Debit,243955.22,USD,2023-07-01,SBI,Pune,Success
TXN105880,CUST3978,Savings,Debit,,nan,2024-04-22,Amazon,Bangalore,Success
TXN105881,CUST3970,Credit,Debit,313405.05,USD,2024-10-19,HDFC,Pune,Success
TXN105882,CUST5908,Current,Debit,179377.67,INR,2023-04-07,Amazon,Chennai,Success
TXN105883,CUST2959,Current,Credit,497822.63,USD,2023-07-28,Amazon,Delhi,Success
TXN105884,CUST6182,Savings,Credit,240096.96,USD,2024-02-29,ICICI,Bangalore,Failed
TXN105885,CUST1805,Savings,Credit,242947.94,USD,2023-02-13,Flipkart,Mumbai,Success
TXN105886,CUST4100,Credit,Debit,282930.24,USD,2024-04-16,Flipkart,Bangalore,Success
TXN105887,CUST2575,Savings,Debit,458378.83,EUR,2024-08-27,Reliance,Hyderabad,Failed
TXN105888,CUST9791,Credit,Credit,400411.04,INR,2023-05-16,HDFC,Mumbai,Success
TXN105889,CUST3615,Savings,Credit,225570.52,USD,2024-11-06,HDFC,Delhi,Success
TXN105890,CUST9803,Credit,Credit,,INR,2024-06-24,Amazon,Bangalore,Success
TXN105891,CUST6626,Credit,Credit,293121.89,EUR,2024-12-29,SBI,Hyderabad,Success
TXN105892,CUST9752,Current,Debit,246188.6,USD,2024-06-25,Amazon,Hyderabad,nan
TXN105893,CUST1626,nan,Credit,96165.96,EUR,2023-09-05,SBI,Pune,Success
TXN105894,CUST7884,Current,Credit,231973.49,INR,2023-08-08,Reliance,Mumbai,Success
TXN105895,CUST3811,Loan,Debit,122916.84,INR,2024-07-12,Amazon,Mumbai,Success
TXN105896,CUST2610,Savings,Credit,457421.93,USD,2024-11-04,Amazon,Hyderabad,Success
TXN105897,CUST9866,Savings,Credit,167710.05,USD,2024-03-21,Walmart,Delhi,Success
TXN105898,CUST1048,Savings,Credit,,USD,2023-05-24,nan,Bangalore,Success
TXN105899,CUST2386,Credit,nan,266532.31,USD,2023-03-15,SBI,Chennai,Success
TXN105900,CUST2902,Credit,Debit,315775.87,INR,2023-01-29,nan,Delhi,Success
TXN105901,CUST5722,Current,Credit,271474.79,nan,2023-05-01,Reliance,Hyderabad,Success
TXN105902,CUST5372,Credit,Credit,64699.01,INR,2023-01-15,HDFC,Pune,Success
TXN105903,CUST4842,Loan,Credit,187916.85,INR,2023-08-08,Reliance,Mumbai,Success
TXN105904,CUST8069,Credit,Debit,49582.06,INR,2023-11-03,Amazon,Delhi,Success
TXN105905,CUST5311,Savings,Credit,311480.79,EUR,2024-04-16,Amazon,Hyderabad,Pending
TXN105906,CUST9421,Savings,nan,223442.63,USD,2024-11-12,Flipkart,Delhi,Success
TXN105907,CUST8806,Current,Credit,388994.71,USD,2024-11-17,Flipkart,Chennai,Success
TXN105908,CUST7466,Savings,Debit,110243.04,INR,2024-09-20,HDFC,Hyderabad,Success
TXN105909,CUST8997,Current,Credit,82291.38,INR,2023-12-15,ICICI,Delhi,Success
TXN105910,CUST7368,Savings,Credit,203172.05,INR,2023-01-02,Reliance,Hyderabad,Failed
TXN105911,CUST2685,nan,Credit,463293.43,INR,2023-02-01,Walmart,Pune,Success
TXN105912,CUST9139,Credit,Debit,355213.8,INR,2023-11-06,Amazon,nan,Success
TXN105913,CUST6133,Loan,Debit,209467.62,INR,2024-10-31,Amazon,Bangalore,Success
TXN105914,CUST9824,Loan,Credit,258640.91,USD,2023-09-22,HDFC,Bangalore,Success
TXN105915,CUST3422,Credit,Debit,42115.66,USD,2023-10-02,Walmart,Hyderabad,Failed
TXN105916,CUST3750,Savings,Credit,492288.1,INR,2024-10-07,Reliance,Pune,Success
TXN105917,CUST9524,Credit,Debit,333206.99,INR,2023-12-20,SBI,Bangalore,Success
TXN105918,CUST7309,Savings,Credit,142709.18,INR,2024-03-17,HDFC,Mumbai,Success
TXN105919,CUST9698,Savings,Credit,292908.34,USD,2024-02-01,ICICI,Bangalore,Success
TXN105920,CUST5212,Savings,Debit,54750.09,USD,2024-09-02,Amazon,Delhi,Success
TXN105921,CUST1942,Savings,Debit,482918.68,USD,2023-06-06,Amazon,Mumbai,Failed
TXN105922,CUST9827,Credit,Credit,87400.75,INR,2023-07-13,Amazon,Delhi,nan
TXN105923,CUST2462,Loan,Debit,324018.68,INR,2024-05-21,ICICI,Bangalore,Success
TXN105924,CUST8471,Savings,Debit,,INR,2023-03-15,Walmart,nan,Success
TXN105925,CUST2991,Savings,Credit,358783.52,INR,2023-10-14,Flipkart,Bangalore,Pending
TXN105926,CUST6390,Savings,nan,388412.92,INR,2024-08-06,nan,nan,Success
TXN105927,CUST1112,Credit,Debit,336713.13,INR,2024-02-29,Reliance,Hyderabad,Success
TXN105928,CUST8183,Current,Debit,307253.59,INR,2024-01-19,Walmart,Delhi,Success
TXN105929,CUST3263,nan,Credit,446235.62,USD,2024-09-28,nan,Hyderabad,Success
TXN105930,CUST9618,Savings,Credit,,INR,2024-10-29,Amazon,Bangalore,Success
TXN105931,CUST6254,nan,Debit,165464.07,USD,2024-06-26,HDFC,Chennai,Failed
TXN105932,CUST3811,Savings,Credit,124151.26,INR,2023-01-13,ICICI,Bangalore,Success
TXN105933,CUST1833,Current,Debit,,USD,2023-03-12,SBI,Pune,nan
TXN105934,CUST8227,Savings,Credit,194701.0,INR,2023-02-20,ICICI,Mumbai,Success
TXN105935,CUST9421,Current,Credit,,INR,2024-07-30,Flipkart,Bangalore,Success
TXN105936,CUST5254,Savings,Debit,342365.73,INR,2024-07-10,Flipkart,Mumbai,Success
TXN105937,CUST3518,Loan,Credit,106048.5,nan,2024-09-16,Amazon,Delhi,Failed
TXN105938,CUST4667,Savings,Credit,119506.45,INR,2024-07-18,Amazon,Mumbai,Success
TXN105939,CUST2041,Current,Credit,140649.47,USD,2024-03-16,ICICI,Pune,Success
TXN105940,CUST6112,Savings,Debit,205569.53,nan,2023-10-09,Flipkart,Delhi,Success
TXN105941,CUST1707,Savings,Credit,117170.19,USD,2024-09-13,Walmart,Hyderabad,Pending
TXN105942,CUST8458,Savings,Debit,9835.54,INR,2023-05-24,HDFC,Hyderabad,Failed
TXN105943,CUST2383,nan,Credit,439697.73,INR,2023-09-29,HDFC,Mumbai,Success
TXN105944,CUST2302,Savings,Credit,482805.26,USD,2024-04-26,ICICI,Mumbai,Failed
TXN105945,CUST8118,Current,Credit,170791.78,USD,2024-03-13,Amazon,Bangalore,Success
TXN105946,CUST9868,Savings,Debit,169260.05,INR,2023-12-13,HDFC,Chennai,Pending
TXN105947,CUST3564,Credit,Debit,3555.84,USD,2023-02-21,SBI,Bangalore,Failed
TXN105948,CUST2260,Savings,Credit,340128.54,INR,2024-12-29,Walmart,Hyderabad,Failed
TXN105949,CUST4203,Loan,Debit,412721.69,USD,2024-08-17,Flipkart,Chennai,Success
TXN105950,CUST1357,Current,Debit,73312.68,USD,2024-03-30,Amazon,Pune,Success
TXN105951,CUST6404,Current,Credit,79841.58,INR,2024-05-20,SBI,Chennai,Success
TXN105952,CUST6412,Savings,Debit,395043.72,USD,2024-08-10,Amazon,Chennai,Failed
TXN105953,CUST4234,Current,Debit,308149.21,EUR,2024-01-01,ICICI,Chennai,Success
TXN105954,CUST9083,Current,Credit,22439.83,INR,2024-10-25,Flipkart,Chennai,Success
TXN105955,CUST1418,Savings,Debit,311277.27,INR,2023-04-24,Flipkart,Chennai,Success
TXN105956,CUST8906,Savings,Debit,154465.77,INR,2024-07-23,Amazon,Bangalore,nan
TXN105957,CUST6587,Credit,Credit,184368.89,INR,2024-11-09,Flipkart,Mumbai,Success
TXN105958,CUST4955,Savings,Credit,384868.01,INR,2024-03-28,Reliance,Bangalore,Failed
TXN105959,CUST2593,Savings,Credit,,INR,2024-03-30,SBI,Hyderabad,Success
TXN105960,CUST5602,Current,Credit,200184.31,INR,2024-05-10,Walmart,Mumbai,nan
TXN105961,CUST1244,Savings,Debit,473577.0,INR,2023-12-12,ICICI,Hyderabad,nan
TXN105962,CUST5572,Current,Debit,203237.29,INR,2024-08-22,Flipkart,nan,Success
TXN105963,CUST1614,Current,Credit,385920.3,INR,2023-07-08,SBI,Bangalore,Failed
TXN105964,CUST1249,Savings,Credit,241943.79,INR,2024-07-13,SBI,Delhi,Success
TXN105965,CUST7620,Savings,Credit,448767.19,INR,2024-07-27,Amazon,Mumbai,Success
TXN105966,CUST6869,Savings,Credit,453881.54,USD,2024-12-21,ICICI,Pune,Success
TXN105967,CUST6971,Current,Credit,43717.53,USD,2023-07-27,ICICI,Mumbai,Success
TXN105968,CUST1510,nan,Credit,468247.3,USD,2024-04-28,Walmart,Mumbai,Success
TXN105969,CUST6968,Current,Credit,412769.17,INR,2023-03-10,ICICI,Bangalore,Success
TXN105970,CUST5869,Credit,Credit,395657.44,USD,2023-03-10,SBI,Bangalore,Success
TXN105971,CUST8505,Credit,Debit,,INR,2023-02-21,Reliance,nan,nan
TXN105972,CUST8647,Credit,Debit,402561.55,INR,2024-09-10,Reliance,Bangalore,Success
TXN105973,CUST1073,Credit,Credit,425067.87,INR,2024-07-11,ICICI,Pune,Success
TXN105974,CUST3878,Savings,Credit,144582.28,INR,2023-05-25,Flipkart,Pune,Success
TXN105975,CUST6141,Savings,Credit,476130.52,USD,2024-05-03,Amazon,Delhi,Success
TXN105976,CUST3126,Loan,Credit,24939.57,INR,2024-08-19,Reliance,Delhi,Success
TXN105977,CUST3204,Current,Credit,74963.13,USD,2023-01-30,Flipkart,Pune,Success
TXN105978,CUST7470,Savings,Credit,268795.19,nan,2024-11-19,Amazon,Chennai,Success
TXN105979,CUST4679,Savings,Credit,287900.48,USD,2024-03-10,Amazon,Delhi,Failed
TXN105980,CUST9089,Savings,Debit,322578.59,INR,2024-06-28,Flipkart,Chennai,Success
TXN105981,CUST1984,Loan,Credit,8494.39,INR,2023-12-28,Walmart,Hyderabad,Success
TXN105982,CUST2298,Current,Debit,480183.78,INR,2024-11-09,Walmart,Chennai,Failed
TXN105983,CUST8548,Credit,Credit,22303.6,INR,2023-09-06,nan,Pune,Success
TXN105984,CUST8187,Current,Credit,71539.55,USD,2024-12-11,Reliance,nan,Success
TXN105985,CUST4955,Savings,Credit,7017.12,INR,2023-02-06,SBI,Hyderabad,Failed
TXN105986,CUST6713,Savings,Credit,283433.55,INR,2023-01-15,Reliance,Hyderabad,Success
TXN105987,CUST4687,Current,Credit,466134.12,INR,2024-03-20,Amazon,Mumbai,Success
TXN105988,CUST4045,Savings,Debit,332976.92,INR,2023-04-03,ICICI,Hyderabad,Success
TXN105989,CUST7716,Savings,Credit,411330.51,USD,2024-09-25,Amazon,Bangalore,Pending
TXN105990,CUST3085,Savings,Credit,6650.47,INR,2023-08-25,HDFC,Pune,Success
TXN105991,CUST7533,Credit,Credit,271012.23,INR,2024-10-10,Walmart,Pune,Success
TXN105992,CUST3727,Savings,Debit,229786.89,INR,2024-12-10,Walmart,Bangalore,Success
